"标题","摘要","作者","链接","发表时间","","",""
"皮肤外用组合物","摘要：本发明的课题在于提供一种在适用含有耐盐性高分子及酸性多糖类的皮肤外用组合物后再重叠地涂覆化妆品的情况下不会产生浮粉的皮肤外用组合物。本发明为含有(A)耐盐性高分子、(B)酸性多糖类和(C)下述通式(1)所示的两亲化合物的皮肤外用组合物:Z [O {(EO)a(PO)b} (AO)c H]n (1)式中,n、a、b及c表示特定的数字,Z、EO、PO及AO表示特定的基团。","日本乐敦制药株式会社","https://www.wanxiangyun.net/search/detail?id=cn201480071002","2016","","",""
"男士湿巾整理液","摘要：本发明提供一种用在湿巾上可以用于男士护肤修复的整理液。该整理液由表面活性剂、天然提取物、助剂、稳定剂、保湿润肤剂、修复剂、防腐剂等组成,其生产工艺为:常温常压下,将上述组分按照一定的顺序及比例添加到搅拌釜中,搅拌成均一透明的液体即可。","天津市中科健新材料技术有限公司","https://www.wanxiangyun.net/search/detail?id=cn201110297977","2013","","",""
"一种用于治疗子宫内膜增生症的中药","摘要：本发明涉及一种用于治疗子宫内膜增生症的中药,它是由以下重量配比的原料药材制备而成:铰剪藤9份、白薇10份、腐婢12份、慕荷9份、牛轭草15份、厓花子15份、路路通15份、尖药花12份、龙胆草15份。临床实验证明,本发明能够安全有效治疗子宫内膜增生症。","包莉丽","https://www.wanxiangyun.net/search/detail?id=cn201510807419","2016","","",""
"皮肤外用组成物","摘要：本发明之课题为以提供一种皮肤外用组成物,其系在包含耐盐性高分子及酸性多醣类之皮肤外用组成物中,即使是将其适用後并重复涂布化妆料时,亦不会产生彩妆起皱之情形。;本发明为一种皮肤外用组成物,其系包含:(A)耐盐性高分子、(B)酸性多醣类、与(C)以下述一般式(1)所表示的两亲媒性化合物:Z-〔O-{(EO)a(PO)b}-(AO)c-H〕n   (1);(式中,n、a、b及c系表示特定的数,Z、EO、PO及AO系表示特定的基)。","乐敦制药股份有限公司","https://www.wanxiangyun.net/search/detail?id=tw20140145513","2016","","",""
"作为减轻发痒用化妆品和药用组合物的包含邻氨基苯甲酸酰胺和清凉剂的混合物","摘要：本发明涉及包含以下物质或由以下物质组成的混合物:(a)一种或多种式(1)的化合物,其中所述化合物或式(1)的每种化合物中的符号定义如下:m=0、1、2或3,p=0、1或2,n=0、1或2,其中,当n=1或2时,成对的R1和R2均是H或一起是另一种化学键,其中,当m=1、2或3时,每个X独立于其它X是OH、烷氧基或酰氧基,并且其中当p=1或2时,每个Y独立于其它Y是OH、烷氧基或酰氧基,以及R3=H或烷基,当R3=H时也代表相应的化妆品上或药学上可接受的盐和溶剂化物;以及(b)一种或多种清凉剂。","西姆莱斯有限责任两合公司","https://www.wanxiangyun.net/search/detail?id=cn200680021068","2008","","",""
"含有酰基氨基酸锌盐的炎症抑制剂","摘要：本发明的目的在于提供使用感良好的炎症抑制剂。提供以含有酰基氨基酸锌盐为特征的皮肤的炎症抑制剂,还提供以含有该炎症抑制剂为特征的化妆材料。","味之素株式会社","https://www.wanxiangyun.net/search/detail?id=cn200580020086","2007","","",""
"含有吡咯烷酮羧酸锌盐的炎症抑制剂","摘要：本发明提供使用感良好的炎症抑制剂。本发明提供一种皮肤炎症抑制剂,其特征在于:含有吡咯烷酮羧酸锌盐,还提供一种化妆品,其特征在于:含有该炎症抑制剂。","味之素株式会社","https://www.wanxiangyun.net/search/detail?id=cn200510076178","2005","","",""
"血管生成素的止痒用途","摘要：本发明提供了血管生成素的止痒用途,具体提供了一种含有血管生成素的止痒产品,其可以有效地止痒,而且起效快,且几乎无任何副作用;而且还可有效抑制多种原因或不同原因导致的皮肤瘙痒,包括过敏性皮肤瘙痒或太阳光或紫外光过度照射导致的皮肤瘙痒;此外,本发明的止痒产品不仅具有止痒功能,还具有抗皱淡斑的功效,尤其适于肌肤敏感人群⊙","湖州美易得生物科技有限公司","https://www.wanxiangyun.net/search/detail?id=cn202010201784","2021","","",""
"一种塑形面部提升物及其用途","摘要：本发明提供了一种塑形面部提升物及其用途,所述塑形面部提升物包括网格状弹力纤维基材和附着物,其中,所述附着物选自乳胶、线性聚氨酯中的一种或两种制成弹力膜片,所述弹力膜片上含有多个微孔,所述微孔的孔径为0.1um 300um,所述弹力膜片的断裂伸长率大于100%,所述塑形面部提升物的厚度为1um 1mm,所述塑形面部提升物具备各种形状。本发明所述的面部提升物,由于能收紧面部收紧针眼或创口,可以促进皮肤创面或针眼快速修复,尤其适用于微整形术后的皮肤修复。","圆容生物医药无锡有限公司","https://www.wanxiangyun.net/search/detail?id=cn201811241233","2019","","",""
"表面有机化改性凹凸棒石乳液在中药化妆品制备中的应用","摘要：本发明公开了表面有机化改性凹凸棒石乳液在中药化妆品制备中的应用,其中,中药化妆品是由油类混合物、中草药提取物和氨基酸类混合物组成的。本发明的有益效果为:本发明提供的表面有机化改性凹凸棒石乳液在中药化妆品制备中的应用,创新点在于:1、本发明所制备凹凸棒石/中草药有效提取物复合浆料在3年的有效期内完全呈乳液状,不沉淀,不结块,不变质;2、本发明将各类中草药通过不同组合,能够得到适应各类人群的产品,即产品种类丰富;3、乳液状凹凸棒石/中草药有效提取物复合浆料未见文献报道;4、乳液状产品相对于粉状产品,更好的保留了凹凸棒石矿物中的各种微量元素,对身体更加有利。","西北师范大学
									;,西北师范大学白银师科创新研究院
									;,临泽县奋君矿业有限公司","https://www.wanxiangyun.net/search/detail?id=cn202010401351","2020","","",""
"利用金属-有机骨架材料和三嵌段共聚物的用于透皮递送的复合物","摘要：本发明涉及一种利用金属 有机骨架材料(MOF)和三嵌段共聚物的用于透皮递送的复合物。此外,本发明涉及一种包含所述用于透皮递送的复合物的化妆品组合物和制备用于透皮递送的复合物的方法。","H & A帕玛科株式会社","https://www.wanxiangyun.net/search/detail?id=cn201980087688","2021","","",""
"包含煅烧的层状双氢氧化物和聚合物的成型用化妆品组合物","摘要：本发明涉及一种包含煅烧的层状双氢氧化物和聚合物的成型用化妆品组合物,更详细地涉及一种包含有效成分、煅烧的层状双氢氧化物、聚合物和溶剂的成型用化妆品组合物及其制备方法。","H & A帕玛科株式会社","https://www.wanxiangyun.net/search/detail?id=cn202080030520","2021","","",""
"一种护肤品组合物、氨基酸皂及其制备方法","摘要：本发明提供了一种护肤品组合物,包括:肌酸0.01~0.3重量份;B族维生素0.02~6.5重量份。本发明通过特定配比的肌酸和B族维生素使得最终制备得到的护肤品组合物温和清洁,脱脂力适中,清洗中肤感清爽不打滑,洗后肤感滋润不紧绷,而且还有同时具备去除肤色暗沉、淡化痘印及黄褐斑;减少黑头、粉刺;加强保湿、增加皮肤弹性;同时晒后修复效果好。","北京斯利安药业有限公司","https://www.wanxiangyun.net/search/detail?id=cn201710626705","2017","","",""
"具有增加的皮肤粘附性和化妆品持久性的化妆品组合物及其制备方法","摘要：本发明公开了一种具有增加的皮肤粘附性和化妆品持久性的化妆品组合物及其制备方法。根据本发明的具有增加的皮肤粘附性和化妆品持久性的化妆品组合物及其制备方法中,通过使用经改性有机硅成膜剂表面处理的制剂,来改善皮肤粘附性和化妆品持久性,并改善了粉末的分散性,从而为使用者提供良好的使用感,克服了化妆效果持续时间不长的问题,能够长时间保持高质量的妆效。","蔻诗曼嘉韩国股份公司","https://www.wanxiangyun.net/search/detail?id=cn202010080857","2020","","",""
"包含酚类化合物和二苯甲酮的稳定化制剂","摘要：本发明主要涉及一种化妆品和/或药物制剂,其包含一种或多种式(I)的酚类化合物和一种或多种式(II)化合物或由一种或多种式(I)的酚类化合物和一种或多种式(II)化合物组成,其中,对于式(I),情形是:R1、R2、R3、R4和R5彼此独立地为氢、卤素、OH基、甲基或具有2、3、4或5个C原子的直链或支链烷基,来自基团R1、R2、R3、R4和R5的1、2或3个不同的基团同时代表OH基,R6和R7彼此独立地为氢、甲基或具有2、3、4或5个C原子的直链或支链烷基,n为0~20的整数,R8为甲基或具有2或3个C原子的直链或支链烷基、具有3、4、5、6或7个C原子的环烷基或苯基,其中,对于式(II),情形是:R9、R10、R11和R12彼此独立地为氢、甲基、OH基或基团-O-R13,R13为甲基或具有2、3、4、5、6、7、8、9或10个C原子的直链或支链烷基,本发明还涉及式(II)化合物用于稳定式(I)化合物的用途以及稳定式(I)化合物的方法。","西姆莱斯有限责任两合公司","https://www.wanxiangyun.net/search/detail?id=cn200780001957","2009","","",""
"成纤维细胞增殖剂","摘要：本发明的课题可以是安全且有效地提高皮肤成纤维细胞的增殖。作为本发明的解决问题的方法是,提供一种成纤维细胞增殖剂,含有酵母提取物和红花提取物作为有效成分。","株式会社资生堂","https://www.wanxiangyun.net/search/detail?id=cn200980000086","2010","","",""
"Cosmetic material containing sweet pea extract","摘要：一种化妆品材料，含有甜豌豆提取物、细胞生长促进剂、酯酶活性抑制剂和抗衰老剂，用于预防和改善衰老","FANCL CORP","https://www.wanxiangyun.net/search/detail?id=hk20080105376","2008","","",""
"片状茶色系颜料","摘要：本发明提供使用纤铁矿型片状钛酸的颜料及含有该颜料的化妆料。具体地说,是化学式为K3x+yLixTi2-x-yFeyO4(但是,0.2≤x≤0.3、0.05≤y≤0.5)的片状茶色系颜料。","株式会社芳珂
									;,国立大学法人东北大学","https://www.wanxiangyun.net/search/detail?id=cn200910178195","2010","","",""
"【Title of corresponding document：CN101721317A】 Plate-like brown pigment","摘要：本发明提供了一种使用鳞片藻型片状钛酸的颜料和含有该颜料的化妆品。具体地说，本发明提供了通式为K3x+yLixTi2-x-yFeyO4的片状棕色颜料(but 0.2","无","https://www.wanxiangyun.net/search/detail?id=hk20100107660","2010","","",""
"皮肤外用剂用组成物及其使用方法","摘要：含有下述一般式(1)所表示的化合物及特定成份之组成物。一般式(1)中，R1系表示-CH2OH或COOR6， R6系表示氢、碳原子数为1至3个之低级烷基或可与 COO-形成盐之阳离子，R2至R5系表示各自独立的氢原子或甲基，…A…系表示=C(CH3)-、-C(CH3)=、-C(=CH2)-、-CH(CH3)-或-C(OH)(CH3)-。","高丝股份有限公司","https://www.wanxiangyun.net/search/detail?id=tw20030121200","2004","","",""
"包含酰基羟乙基磺酸盐和甲基酰基牛磺酸盐表面活性剂混合物的层状液体清洁剂","摘要：本发明涉及一种层状液体组合物,其包含酰基羟乙基磺酸盐、甲基酰基牛磺酸盐、两性和/或两性离子表面活性剂。出乎意料的是,申请人已发现,当羟乙基磺酸盐与牛磺酸盐的比率保持在约1:1时,实现了增强的起泡。其他关键因素包括两性和/或两性离子与阴离子表面活性剂的比率、表面活性剂的总量和pH⊙","联合利华知识产权控股有限公司","https://www.wanxiangyun.net/search/detail?id=cn202080033788","2021","","",""
"ANTI-AGING AGENT CONTAINING ARCTIGENIN DERIVATIVE","摘要：牛蒡苷元衍生物，用于抗衰老治疗，包括保护皮肤免受阳光照射和恢复皮肤弹性。牛蒡苷元衍生物包括多种脂肪酸酯衍生物、醇醚衍生物和烷基化衍生物。制备了用于控制ET-1产生的试剂、弹性蛋白酶抑制剂和抗炎剂。这种牛蒡苷元衍生物作为皮肤外用剂特别有用，例如抗炎外用剂、防晒外用剂或恢复弹性的外用剂。","ROHTO PHARMA","https://www.wanxiangyun.net/search/detail?id=hk20150102800","2015","","",""
